,y,x,osmid,highway,ref,geometry
1016452664,48.8408452,2.2647664,1016452664,,,POINT (2.2647664 48.8408452)
146724409,48.8583383,2.2884955,146724409,,,POINT (2.2884955 48.8583383)
26039867,48.8691934,2.3458412,26039867,,,POINT (2.3458412 48.8691934)
249910847,48.8331134,2.3412772,249910847,,,POINT (2.3412772 48.8331134)
26039871,48.8683155,2.3472465,26039871,,,POINT (2.3472465 48.8683155)
26039878,48.869011,2.3466418,26039878,,,POINT (2.3466418 48.869011)
26039883,48.8688064,2.3477311,26039883,,,POINT (2.3477311 48.8688064)
253318732,48.8252822,2.3658721,253318732,,,POINT (2.3658721 48.8252822)
260617861,48.8381055,2.2632011,260617861,,,POINT (2.2632011 48.8381055)
27252303,48.8812045,2.3068756,27252303,,,POINT (2.3068756 48.8812045)
29414991,48.8515995,2.2693007,29414991,,,POINT (2.2693007 48.8515995)
29414993,48.8513943,2.2652509,29414993,,,POINT (2.2652509 48.8513943)
29414990,48.85116,2.2697408,29414990,,,POINT (2.2697408 48.85116)
247060051,48.8203332,2.3540643,247060051,,,POINT (2.3540643 48.8203332)
29414995,48.8521529,2.2642409,29414995,,,POINT (2.2642409 48.8521529)
36591188,48.8396528,2.3235536,36591188,,,POINT (2.3235536 48.8396528)
36591187,48.8405404,2.3242768,36591187,,,POINT (2.3242768 48.8405404)
32560718,48.8731936,2.3073549,32560718,,,POINT (2.3073549 48.8731936)
32560728,48.8734934,2.309147,32560728,,,POINT (2.309147 48.8734934)
32560720,48.8726775,2.3082042,32560720,,,POINT (2.3082042 48.8726775)
27252314,48.8807108,2.3090708,27252314,,,POINT (2.3090708 48.8807108)
32560722,48.8717902,2.3061228,32560722,,,POINT (2.3061228 48.8717902)
32560727,48.8722935,2.3071237,32560727,,,POINT (2.3071237 48.8722935)
32560724,48.8709386,2.3088316,32560724,traffic_signals,,POINT (2.3088316 48.8709386)
32560725,48.8705292,2.3100895,32560725,traffic_signals,,POINT (2.3100895 48.8705292)
201971295,48.8858084,2.3706416,201971295,,,POINT (2.3706416 48.8858084)
25581149,48.8656787,2.3414879,25581149,,,POINT (2.3414879 48.8656787)
25581151,48.8658507,2.3414499,25581151,,,POINT (2.3414499 48.8658507)
201971298,48.8857016,2.3708431,201971298,,,POINT (2.3708431 48.8857016)
25581148,48.865823,2.3408664,25581148,,,POINT (2.3408664 48.865823)
25581155,48.8656396,2.340873,25581155,,,POINT (2.340873 48.8656396)
253318760,48.8257104,2.3671805,253318760,,,POINT (2.3671805 48.8257104)
32560746,48.8730914,2.3100236,32560746,traffic_signals,,POINT (2.3100236 48.8730914)
32560750,48.8699287,2.3119315,32560750,,,POINT (2.3119315 48.8699287)
94164591,48.8715698,2.3536286,94164591,,,POINT (2.3536286 48.8715698)
32560751,48.8704136,2.312904,32560751,,,POINT (2.312904 48.8704136)
32560753,48.8725947,2.3147294,32560753,,,POINT (2.3147294 48.8725947)
260658804,48.838258,2.2557066,260658804,,,POINT (2.2557066 48.838258)
36591221,48.8415441,2.3235195,36591221,,,POINT (2.3235195 48.8415441)
247060093,48.8208703,2.3549025,247060093,,,POINT (2.3549025 48.8208703)
25581184,48.8654147,2.3403243,25581184,,,POINT (2.3403243 48.8654147)
25581186,48.8650319,2.3406433,25581186,,,POINT (2.3406433 48.8650319)
2721076868,48.8902615,2.3987627,2721076868,traffic_signals,,POINT (2.3987627 48.8902615)
146724486,48.8608771,2.2915088,146724486,,,POINT (2.2915088 48.8608771)
94197384,48.8747658,2.3795742,94197384,,,POINT (2.3795742 48.8747658)
25581217,48.8654145,2.3425634,25581217,traffic_signals,,POINT (2.3425634 48.8654145)
2246104742,48.8338366,2.3274062,2246104742,,,POINT (2.3274062 48.8338366)
25581223,48.8641467,2.3454755,25581223,,,POINT (2.3454755 48.8641467)
177690284,48.8487508,2.3088169,177690284,,,POINT (2.3088169 48.8487508)
26039984,48.8709998,2.34598,26039984,traffic_signals,,POINT (2.34598 48.8709998)
26039985,48.8703575,2.3456215,26039985,,,POINT (2.3456215 48.8703575)
26039986,48.8708585,2.3428676,26039986,,,POINT (2.3428676 48.8708585)
36591290,48.8405886,2.323281,36591290,,,POINT (2.323281 48.8405886)
36591291,48.8405519,2.3240712,36591291,,,POINT (2.3240712 48.8405519)
27252415,48.8815529,2.3052578,27252415,,,POINT (2.3052578 48.8815529)
27252417,48.8808159,2.3061124,27252417,,,POINT (2.3061124 48.8808159)
27252419,48.8817795,2.3029519,27252419,,,POINT (2.3029519 48.8817795)
249550532,48.8286544,2.3073827,249550532,traffic_signals,,POINT (2.3073827 48.8286544)
249550533,48.828832,2.3073497,249550533,,,POINT (2.3073497 48.828832)
277534403,48.8754107,2.3592192,277534403,,,POINT (2.3592192 48.8754107)
94262979,48.8508245,2.3124342,94262979,,,POINT (2.3124342 48.8508245)
2721076937,48.8958999,2.3714957,2721076937,,,POINT (2.3714957 48.8958999)
4293351115,48.8723238,2.4124122,4293351115,,,POINT (2.4124122 48.8723238)
502617804,48.8845963,2.3771149,502617804,,,POINT (2.3771149 48.8845963)
643356363,48.8613078,2.3676873,643356363,,,POINT (2.3676873 48.8613078)
26040013,48.8630598,2.3524118,26040013,traffic_signals,,POINT (2.3524118 48.8630598)
253318867,48.8254856,2.3667907,253318867,,,POINT (2.3667907 48.8254856)
110548692,48.8414778,2.3079317,110548692,traffic_signals,,POINT (2.3079317 48.8414778)
110548693,48.8392607,2.3004089,110548693,traffic_signals,,POINT (2.3004089 48.8392607)
110548695,48.8383197,2.2984429,110548695,traffic_signals,,POINT (2.2984429 48.8383197)
110548696,48.8379256,2.2977341,110548696,,,POINT (2.2977341 48.8379256)
110548697,48.8368743,2.2957805,110548697,,,POINT (2.2957805 48.8368743)
497112794,48.8987327,2.3236018,497112794,,,POINT (2.3236018 48.8987327)
110548699,48.8360839,2.2939785,110548699,,,POINT (2.2939785 48.8360839)
622024412,48.8962316,2.3451164,622024412,,,POINT (2.3451164 48.8962316)
622024413,48.8964152,2.3456627,622024413,,,POINT (2.3456627 48.8964152)
110548702,48.8348462,2.2917153,110548702,,,POINT (2.2917153 48.8348462)
36591334,48.8412165,2.3234416,36591334,,,POINT (2.3234416 48.8412165)
4172601063,48.8625109,2.2643739,4172601063,,,POINT (2.2643739 48.8625109)
185849577,48.8543589,2.2784069,185849577,traffic_signals,,POINT (2.2784069 48.8543589)
267572970,48.8986412,2.3705006,267572970,,,POINT (2.3705006 48.8986412)
24958702,48.8513677,2.3320553,24958702,,,POINT (2.3320553 48.8513677)
24958706,48.851276,2.3337653,24958706,,,POINT (2.3337653 48.851276)
24958708,48.8513165,2.3353315,24958708,,,POINT (2.3353315 48.8513165)
24958711,48.8524605,2.3319308,24958711,traffic_signals,,POINT (2.3319308 48.8524605)
24958714,48.8531901,2.3325907,24958714,,,POINT (2.3325907 48.8531901)
2879837947,48.8557411,2.4098865,2879837947,,,POINT (2.4098865 48.8557411)
2879837948,48.8562487,2.4102341,2879837948,,,POINT (2.4102341 48.8562487)
260658944,48.8386937,2.2539642,260658944,,,POINT (2.2539642 48.8386937)
260658945,48.83864,2.2546321,260658945,,,POINT (2.2546321 48.83864)
24958724,48.8512897,2.3329009,24958724,traffic_signals,,POINT (2.3329009 48.8512897)
24958725,48.8534714,2.3333436,24958725,traffic_signals,,POINT (2.3333436 48.8534714)
280462687,48.8672523,2.3337634,280462687,traffic_signals,,POINT (2.3337634 48.8672523)
24958726,48.8533503,2.3341185,24958726,,,POINT (2.3341185 48.8533503)
160028423,48.8595018,2.295985,160028423,,,POINT (2.295985 48.8595018)
24958732,48.8526627,2.3336923,24958732,,,POINT (2.3336923 48.8526627)
2628704017,48.831192,2.3214263,2628704017,,,POINT (2.3214263 48.831192)
24958739,48.8527843,2.3344411,24958739,,,POINT (2.3344411 48.8527843)
24958740,48.8528931,2.3350553,24958740,,,POINT (2.3350553 48.8528931)
100292375,48.8316883,2.3443707,100292375,,,POINT (2.3443707 48.8316883)
24958744,48.852455,2.3351999,24958744,,,POINT (2.3351999 48.852455)
24958747,48.8518877,2.3345589,24958747,,,POINT (2.3345589 48.8518877)
24958750,48.851944,2.3352512,24958750,,,POINT (2.3352512 48.851944)
24958752,48.8516757,2.3352891,24958752,,,POINT (2.3352891 48.8516757)
2721077026,48.8977371,2.3705461,2721077026,,,POINT (2.3705461 48.8977371)
2721077027,48.8977514,2.371073,2721077027,,,POINT (2.371073 48.8977514)
24958755,48.851826,2.3337214,24958755,,,POINT (2.3337214 48.851826)
94263090,48.8537923,2.3127196,94263090,,,POINT (2.3127196 48.8537923)
6407116595,48.8732585,2.3819084,6407116595,,,POINT (2.3819084 48.8732585)
5982508852,48.8750571,2.37372,5982508852,,,POINT (2.37372 48.8750571)
6407116598,48.872846,2.3798544,6407116598,,,POINT (2.3798544 48.872846)
52025142,48.8251193,2.3575888,52025142,traffic_signals,,POINT (2.3575888 48.8251193)
282187576,48.8593916,2.3406436,282187576,,,POINT (2.3406436 48.8593916)
282187579,48.8602594,2.3411181,282187579,,,POINT (2.3411181 48.8602594)
27252543,48.8797156,2.3120851,27252543,,,POINT (2.3120851 48.8797156)
25253715,48.854663,2.3258247,25253715,,,POINT (2.3258247 48.854663)
253318996,48.8229929,2.3663429,253318996,,,POINT (2.3663429 48.8229929)
25253717,48.8524002,2.3264795,25253717,crossing,,POINT (2.3264795 48.8524002)
25253716,48.8534144,2.3261932,25253716,traffic_signals,,POINT (2.3261932 48.8534144)
25253719,48.8538385,2.3273749,25253719,,,POINT (2.3273749 48.8538385)
25253720,48.8537211,2.327741,25253720,,,POINT (2.327741 48.8537211)
25253722,48.8542019,2.3316483,25253722,traffic_signals,,POINT (2.3316483 48.8542019)
25253723,48.8539513,2.3327145,25253723,,,POINT (2.3327145 48.8539513)
25253725,48.8550133,2.3245711,25253725,,,POINT (2.3245711 48.8550133)
25253726,48.8556487,2.3234168,25253726,,,POINT (2.3234168 48.8556487)
25253728,48.8569724,2.3245982,25253728,,,POINT (2.3245982 48.8569724)
643356521,48.8623559,2.3719294,643356521,,,POINT (2.3719294 48.8623559)
27252609,48.880102,2.3134724,27252609,,,POINT (2.3134724 48.880102)
25253764,48.85399,2.3238573,25253764,traffic_signals,,POINT (2.3238573 48.85399)
25253765,48.8535576,2.3256093,25253765,,,POINT (2.3256093 48.8535576)
25253766,48.8527441,2.3236697,25253766,,,POINT (2.3236697 48.8527441)
25253767,48.8516985,2.3235499,25253767,,,POINT (2.3235499 48.8516985)
25253768,48.8517125,2.3248052,25253768,,,POINT (2.3248052 48.8517125)
94197641,48.8753852,2.3764198,94197641,,,POINT (2.3764198 48.8753852)
25253770,48.855643,2.3268412,25253770,,,POINT (2.3268412 48.855643)
25253772,48.854835,2.3292236,25253772,,,POINT (2.3292236 48.854835)
25253773,48.8564094,2.3240957,25253773,,,POINT (2.3240957 48.8564094)
2474104718,48.8216931,2.3757305,2474104718,,,POINT (2.3757305 48.8216931)
25253775,48.8549506,2.3199504,25253775,traffic_signals,,POINT (2.3199504 48.8549506)
25253774,48.8565737,2.3236291,25253774,,,POINT (2.3236291 48.8565737)
25253777,48.8546642,2.332927,25253777,,,POINT (2.332927 48.8546642)
2879838099,48.8685586,2.4086337,2879838099,,,POINT (2.4086337 48.8685586)
368465823,48.8988238,2.322365,368465823,,,POINT (2.322365 48.8988238)
209147808,48.8998439,2.3702734,209147808,,,POINT (2.3702734 48.8998439)
268228514,48.8787553,2.4019727,268228514,,,POINT (2.4019727 48.8787553)
914446249,48.8933051,2.3369838,914446249,,,POINT (2.3369838 48.8933051)
94132137,48.8775874,2.4082945,94132137,traffic_signals,,POINT (2.4082945 48.8775874)
1767757740,48.8405111,2.379275,1767757740,,,POINT (2.379275 48.8405111)
94132142,48.8779672,2.4095414,94132142,traffic_signals,,POINT (2.4095414 48.8779672)
94132143,48.8781622,2.4094222,94132143,,,POINT (2.4094222 48.8781622)
32561072,48.8721564,2.3127813,32561072,,,POINT (2.3127813 48.8721564)
94132145,48.8781506,2.4093358,94132145,,,POINT (2.4093358 48.8781506)
32561074,48.8711995,2.316122,32561074,,,POINT (2.316122 48.8711995)
32561073,48.8713388,2.3157095,32561073,,,POINT (2.3157095 48.8713388)
32561070,48.8722526,2.3124642,32561070,,,POINT (2.3124642 48.8722526)
134600644,48.8382728,2.2564915,134600644,,,POINT (2.2564915 48.8382728)
24958919,48.8525344,2.3370046,24958919,,,POINT (2.3370046 48.8525344)
24958921,48.8517558,2.337048,24958921,,,POINT (2.337048 48.8517558)
94230474,48.8873976,2.3441442,94230474,,,POINT (2.3441442 48.8873976)
94230475,48.8875312,2.3445384,94230475,,,POINT (2.3445384 48.8875312)
25253835,48.8531796,2.327141,25253835,,,POINT (2.327141 48.8531796)
134600660,48.8375258,2.2567271,134600660,,,POINT (2.2567271 48.8375258)
25581530,48.8648049,2.3451085,25581530,traffic_signals,,POINT (2.3451085 48.8648049)
25581538,48.8642703,2.3508735,25581538,,,POINT (2.3508735 48.8642703)
134600676,48.8379868,2.2575805,134600676,,,POINT (2.2575805 48.8379868)
25581540,48.8632402,2.3516501,25581540,,,POINT (2.3516501 48.8632402)
24909781,48.8556922,2.2975681,24909781,,,POINT (2.2975681 48.8556922)
260659177,48.8383531,2.2548329,260659177,,,POINT (2.2548329 48.8383531)
1016453099,48.8407614,2.2655857,1016453099,,,POINT (2.2655857 48.8407614)
134600684,48.8383975,2.2570437,134600684,,,POINT (2.2570437 48.8383975)
32561132,48.8750336,2.3091818,32561132,traffic_signals,,POINT (2.3091818 48.8750336)
260659182,48.8413165,2.2541127,260659182,,,POINT (2.2541127 48.8413165)
32561135,48.8752402,2.3143628,32561135,traffic_signals,,POINT (2.3143628 48.8752402)
32561136,48.8753045,2.3157982,32561136,traffic_signals,,POINT (2.3157982 48.8753045)
32561134,48.8751798,2.3128296,32561134,traffic_signals,,POINT (2.3128296 48.8751798)
88201209,48.8278042,2.3052254,88201209,,,POINT (2.3052254 48.8278042)
88201210,48.827674,2.3051252,88201210,,,POINT (2.3051252 48.827674)
88201211,48.8273803,2.3049842,88201211,,,POINT (2.3049842 48.8273803)
25188352,48.8562768,2.3366181,25188352,,,POINT (2.3366181 48.8562768)
25581570,48.866903,2.3494727,25581570,traffic_signals,,POINT (2.3494727 48.866903)
5569107988,48.8978999,2.3445143,5569107988,,,POINT (2.3445143 48.8978999)
245225501,48.830994,2.3557913,245225501,,,POINT (2.3557913 48.830994)
281008159,48.8964645,2.321634,281008159,,,POINT (2.321634 48.8964645)
25253920,48.8503948,2.3277276,25253920,traffic_signals,,POINT (2.3277276 48.8503948)
25581601,48.8652094,2.3514064,25581601,,,POINT (2.3514064 48.8652094)
5569108010,48.8980553,2.344143,5569108010,,,POINT (2.344143 48.8980553)
264493102,48.8275781,2.362426,264493102,,,POINT (2.362426 48.8275781)
567367734,48.8633318,2.4111129,567367734,,,POINT (2.4111129 48.8633318)
24959040,48.8511475,2.3307239,24959040,,,POINT (2.3307239 48.8511475)
24959041,48.8502713,2.3299153,24959041,traffic_signals,,POINT (2.3299153 48.8502713)
24959042,48.8502604,2.3327209,24959042,traffic_signals,,POINT (2.3327209 48.8502604)
24959043,48.8494946,2.3327238,24959043,,,POINT (2.3327238 48.8494946)
2879838276,48.872839,2.4086354,2879838276,,,POINT (2.4086354 48.872839)
2879838277,48.8729144,2.4083915,2879838277,,,POINT (2.4083915 48.8729144)
251516998,48.8224287,2.3553589,251516998,crossing,,POINT (2.3553589 48.8224287)
251516999,48.8224338,2.3559259,251516999,,,POINT (2.3559259 48.8224338)
2879838280,48.872924,2.4086218,2879838280,,,POINT (2.4086218 48.872924)
241096774,48.8754542,2.3238775,241096774,,,POINT (2.3238775 48.8754542)
5513238602,48.8572309,2.2923838,5513238602,,,POINT (2.2923838 48.8572309)
25253964,48.8522684,2.3300292,25253964,,,POINT (2.3300292 48.8522684)
25253965,48.8575626,2.3175146,25253965,,,POINT (2.3175146 48.8575626)
24959056,48.8508314,2.3307549,24959056,,,POINT (2.3307549 48.8508314)
24959058,48.8507385,2.3318938,24959058,,,POINT (2.3318938 48.8507385)
24959061,48.8502695,2.3317968,24959061,,,POINT (2.3317968 48.8502695)
24959062,48.8502747,2.3308091,24959062,,,POINT (2.3308091 48.8502747)
567367770,48.8638586,2.4128124,567367770,,,POINT (2.4128124 48.8638586)
24664155,48.8477817,2.3905698,24664155,,,POINT (2.3905698 48.8477817)
251517019,48.8229777,2.3570311,251517019,,,POINT (2.3570311 48.8229777)
25581660,48.8679059,2.3395349,25581660,,,POINT (2.3395349 48.8679059)
5435709536,48.8319707,2.3840473,5435709536,,,POINT (2.3840473 48.8319707)
245225569,48.8310995,2.3560618,245225569,,,POINT (2.3560618 48.8310995)
5435709538,48.8327107,2.3833085,5435709538,,,POINT (2.3833085 48.8327107)
25581667,48.8677036,2.3408259,25581667,,,POINT (2.3408259 48.8677036)
25581668,48.867599,2.3415185,25581668,,,POINT (2.3415185 48.867599)
251517029,48.8221414,2.3571698,251517029,,,POINT (2.3571698 48.8221414)
24959082,48.8501089,2.3297737,24959082,traffic_signals,,POINT (2.3297737 48.8501089)
24959083,48.8486644,2.3325752,24959083,traffic_signals,,POINT (2.3325752 48.8486644)
24959084,48.8484227,2.3316521,24959084,traffic_signals,,POINT (2.3316521 48.8484227)
24959085,48.8482408,2.3310339,24959085,,,POINT (2.3310339 48.8482408)
6398007414,48.8928917,2.3742727,6398007414,,,POINT (2.3742727 48.8928917)
32561279,48.872596,2.3100745,32561279,traffic_signals,,POINT (2.3100745 48.872596)
25581699,48.8677839,2.3437648,25581699,,,POINT (2.3437648 48.8677839)
25581700,48.866764,2.3438436,25581700,,,POINT (2.3438436 48.866764)
100292741,48.8341573,2.3448449,100292741,traffic_signals,,POINT (2.3448449 48.8341573)
2879838346,48.8754023,2.4077472,2879838346,,,POINT (2.4077472 48.8754023)
94230668,48.8884156,2.3434891,94230668,,,POINT (2.3434891 48.8884156)
54778001,48.8894785,2.349592,54778001,,,POINT (2.349592 48.8894785)
1962530964,48.8740517,2.2941992,1962530964,,,POINT (2.2941992 48.8740517)
26400916,48.8606548,2.3551551,26400916,traffic_signals,,POINT (2.3551551 48.8606548)
26400917,48.8603834,2.354855,26400917,,,POINT (2.354855 48.8603834)
94165147,48.8771909,2.3489767,94165147,traffic_signals,,POINT (2.3489767 48.8771909)
26400941,48.8586836,2.3587623,26400941,traffic_signals,,POINT (2.3587623 48.8586836)
1234196655,48.8812258,2.3300972,1234196655,,,POINT (2.3300972 48.8812258)
24959151,48.8492449,2.3309356,24959151,,,POINT (2.3309356 48.8492449)
24959152,48.8493544,2.3317322,24959152,,,POINT (2.3317322 48.8493544)
6435395764,48.8479609,2.3018554,6435395764,,,POINT (2.3018554 48.8479609)
24959159,48.8489755,2.3287367,24959159,traffic_signals,,POINT (2.3287367 48.8489755)
24959160,48.8480887,2.3279334,24959160,,,POINT (2.3279334 48.8480887)
24959161,48.8473465,2.3279262,24959161,,,POINT (2.3279262 48.8473465)
26400954,48.8575672,2.3575865,26400954,,,POINT (2.3575865 48.8575672)
24959163,48.8467483,2.3283139,24959163,traffic_signals,,POINT (2.3283139 48.8467483)
26400956,48.8576782,2.3607458,26400956,,,POINT (2.3607458 48.8576782)
26400957,48.8572491,2.3617569,26400957,,,POINT (2.3617569 48.8572491)
2879838398,48.8782196,2.403351,2879838398,,,POINT (2.403351 48.8782196)
32561341,48.871388,2.3100809,32561341,traffic_signals,,POINT (2.3100809 48.871388)
24959168,48.8462958,2.3300102,24959168,,,POINT (2.3300102 48.8462958)
24959162,48.8474056,2.328122,24959162,,,POINT (2.328122 48.8474056)
5291890882,48.8737635,2.3270458,5291890882,,,POINT (2.3270458 48.8737635)
368466115,48.8999588,2.3216114,368466115,,,POINT (2.3216114 48.8999588)
208918724,48.8371065,2.2601266,208918724,,,POINT (2.2601266 48.8371065)
26400963,48.8567742,2.3614054,26400963,,,POINT (2.3614054 48.8567742)
208918726,48.8385416,2.2619984,208918726,,,POINT (2.2619984 48.8385416)
26400966,48.8564529,2.3608017,26400966,,,POINT (2.3608017 48.8564529)
497113288,48.8934758,2.329429,497113288,traffic_signals,,POINT (2.329429 48.8934758)
208918728,48.8395688,2.2633116,208918728,,,POINT (2.2633116 48.8395688)
26400969,48.8562036,2.3613087,26400969,,,POINT (2.3613087 48.8562036)
5291890884,48.8736027,2.3270724,5291890884,,,POINT (2.3270724 48.8736027)
2879838412,48.8783612,2.4034208,2879838412,,,POINT (2.4034208 48.8783612)
26400972,48.8557079,2.3602088,26400972,,,POINT (2.3602088 48.8557079)
24959174,48.8455879,2.3286455,24959174,traffic_signals,,POINT (2.3286455 48.8455879)
24959181,48.8450593,2.3287967,24959181,traffic_signals,,POINT (2.3287967 48.8450593)
24959180,48.8449619,2.3323268,24959180,traffic_signals,,POINT (2.3323268 48.8449619)
26400977,48.8559974,2.359124,26400977,,,POINT (2.359124 48.8559974)
24959184,48.8443584,2.3300665,24959184,,,POINT (2.3300665 48.8443584)
24959185,48.843987,2.3306178,24959185,,,POINT (2.3306178 48.843987)
3390658772,48.8752834,2.3734627,3390658772,,,POINT (2.3734627 48.8752834)
26400980,48.8562542,2.3581437,26400980,,,POINT (2.3581437 48.8562542)
24959188,48.8448608,2.3324256,24959188,traffic_signals,,POINT (2.3324256 48.8448608)
24959189,48.8444266,2.3289826,24959189,traffic_signals,,POINT (2.3289826 48.8444266)
3390658776,48.8764953,2.3722598,3390658776,,,POINT (2.3722598 48.8764953)
24959190,48.8438016,2.3291522,24959190,,,POINT (2.3291522 48.8438016)
94230746,48.8883192,2.3420461,94230746,,,POINT (2.3420461 48.8883192)
26400987,48.8566391,2.35683,26400987,,,POINT (2.35683 48.8566391)
25254115,48.8557078,2.3168859,25254115,traffic_signals,,POINT (2.3168859 48.8557078)
25254116,48.8554189,2.3180552,25254116,,,POINT (2.3180552 48.8554189)
25254117,48.8551343,2.3192068,25254117,,,POINT (2.3192068 48.8551343)
25581798,48.8676185,2.3473416,25581798,,,POINT (2.3473416 48.8676185)
25254119,48.8543095,2.3190034,25254119,,,POINT (2.3190034 48.8543095)
25254120,48.8542104,2.3196642,25254120,,,POINT (2.3196642 48.8542104)
25254121,48.8530556,2.319218,25254121,,,POINT (2.319218 48.8530556)
497113322,48.8919487,2.3223574,497113322,,,POINT (2.3223574 48.8919487)
26401002,48.8569105,2.3557775,26401002,,,POINT (2.3557775 48.8569105)
25254124,48.8532418,2.3174991,25254124,,,POINT (2.3174991 48.8532418)
25254125,48.8517612,2.3171235,25254125,,,POINT (2.3171235 48.8517612)
259643630,48.8237921,2.3735098,259643630,,,POINT (2.3735098 48.8237921)
26401006,48.858018,2.3567269,26401006,,,POINT (2.3567269 48.858018)
25254128,48.8577858,2.3224239,25254128,,,POINT (2.3224239 48.8577858)
25254129,48.8505315,2.3195778,25254129,,,POINT (2.3195778 48.8505315)
2996099315,48.8264006,2.3169692,2996099315,,,POINT (2.3169692 48.8264006)
2996099316,48.8272887,2.3118171,2996099316,,,POINT (2.3118171 48.8272887)
26401013,48.8585759,2.3578433,26401013,,,POINT (2.3578433 48.8585759)
2996099319,48.8284392,2.3108587,2996099319,,,POINT (2.3108587 48.8284392)
26401016,48.8583196,2.3583124,26401016,,,POINT (2.3583124 48.8583196)
25254138,48.8559077,2.325506,25254138,,,POINT (2.325506 48.8559077)
2996099323,48.8289431,2.3112285,2996099323,,,POINT (2.3112285 48.8289431)
260659451,48.8384249,2.2540871,260659451,,,POINT (2.2540871 48.8384249)
26401021,48.8600747,2.3568796,26401021,traffic_signals,,POINT (2.3568796 48.8600747)
4069611774,48.8537773,2.2829607,4069611774,,,POINT (2.2829607 48.8537773)
26401024,48.859365,2.3561427,26401024,,,POINT (2.3561427 48.859365)
26401027,48.8588243,2.3573771,26401027,,,POINT (2.3573771 48.8588243)
303290628,48.8927869,2.3045842,303290628,,,POINT (2.3045842 48.8927869)
26401030,48.8580715,2.3565954,26401030,,,POINT (2.3565954 48.8580715)
26401033,48.8582622,2.3560445,26401033,,,POINT (2.3560445 48.8582622)
26401042,48.8569272,2.3599122,26401042,,,POINT (2.3599122 48.8569272)
21649683,48.8361105,2.3497241,21649683,,,POINT (2.3497241 48.8361105)
21649682,48.8357339,2.3485739,21649682,traffic_signals,,POINT (2.3485739 48.8357339)
26401055,48.858432,2.3616836,26401055,,,POINT (2.3616836 48.858432)
5710633256,48.8996696,2.3190843,5710633256,,,POINT (2.3190843 48.8996696)
5710633257,48.8997527,2.3191313,5710633257,,,POINT (2.3191313 48.8997527)
26401064,48.8593136,2.3597219,26401064,,,POINT (2.3597219 48.8593136)
26401067,48.859939,2.3607352,26401067,traffic_signals,,POINT (2.3607352 48.859939)
260659502,48.8371122,2.2539513,260659502,,,POINT (2.2539513 48.8371122)
26401075,48.8591841,2.3621372,26401075,,,POINT (2.3621372 48.8591841)
341104949,48.8263798,2.3868639,341104949,,,POINT (2.3868639 48.8263798)
1016453430,48.8409634,2.2654788,1016453430,traffic_signals,,POINT (2.2654788 48.8409634)
26401078,48.8589063,2.3622504,26401078,,,POINT (2.3622504 48.8589063)
26401081,48.8587067,2.3628278,26401081,,,POINT (2.3628278 48.8587067)
26401083,48.8583313,2.3638206,26401083,,,POINT (2.3638206 48.8583313)
26401084,48.8581597,2.3644811,26401084,traffic_signals,,POINT (2.3644811 48.8581597)
26401086,48.8568962,2.3628361,26401086,traffic_signals,,POINT (2.3628361 48.8568962)
260659519,48.8367407,2.2544632,260659519,,,POINT (2.2544632 48.8367407)
26401089,48.8564649,2.3642877,26401089,traffic_signals,,POINT (2.3642877 48.8564649)
925849923,48.8628011,2.2918628,925849923,traffic_signals,,POINT (2.2918628 48.8628011)
26401095,48.8558983,2.3622796,26401095,,,POINT (2.3622796 48.8558983)
26401098,48.8574587,2.3644463,26401098,,,POINT (2.3644463 48.8574587)
26401100,48.8588074,2.3645061,26401100,,,POINT (2.3645061 48.8588074)
925849932,48.8630903,2.2921778,925849932,,,POINT (2.2921778 48.8630903)
26401104,48.8594369,2.364534,26401104,,,POINT (2.364534 48.8594369)
26401107,48.8599648,2.3645504,26401107,,,POINT (2.3645504 48.8599648)
26401110,48.8603387,2.364562,26401110,,,POINT (2.364562 48.8603387)
26401114,48.8604249,2.3640823,26401114,,,POINT (2.3640823 48.8604249)
144496998,48.8312647,2.3052695,144496998,,,POINT (2.3052695 48.8312647)
439900525,48.8732453,2.3589937,439900525,crossing,,POINT (2.3589937 48.8732453)
439900528,48.8731908,2.3602366,439900528,,,POINT (2.3602366 48.8731908)
134601073,48.838318,2.257305,134601073,,,POINT (2.257305 48.838318)
439900533,48.8738944,2.3592605,439900533,,,POINT (2.3592605 48.8738944)
925849973,48.8628722,2.2920712,925849973,traffic_signals,,POINT (2.2920712 48.8628722)
25255044,48.852217,2.3267433,25255044,,,POINT (2.3267433 48.852217)
94230913,48.8889254,2.3438034,94230913,,,POINT (2.3438034 48.8889254)
925849988,48.8627518,2.2920071,925849988,traffic_signals,,POINT (2.2920071 48.8627518)
153508229,48.8443316,2.3724474,153508229,traffic_signals,,POINT (2.3724474 48.8443316)
260692363,48.8829698,2.3348365,260692363,,,POINT (2.3348365 48.8829698)
208361871,48.8589228,2.3911858,208361871,,,POINT (2.3911858 48.8589228)
94230933,48.8893635,2.3444967,94230933,,,POINT (2.3444967 48.8893635)
25254297,48.853362,2.3264058,25254297,traffic_signals,,POINT (2.3264058 48.853362)
25254299,48.8543438,2.3261255,25254299,traffic_signals,,POINT (2.3261255 48.8543438)
505829788,48.8243386,2.3656788,505829788,,,POINT (2.3656788 48.8243386)
25254301,48.8547488,2.326004,25254301,,,POINT (2.326004 48.8547488)
94165414,48.8796827,2.3495234,94165414,,,POINT (2.3495234 48.8796827)
